Year,Month,Day,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,States,Proxy Information,Firewall Logs,IPS Alerts,Log Source,Source IP Address,Destination IP Address
2022,June,13,38759,37327,TCP,85,Data,DNS,Unknown,52.58,Unknown,DDoS,Known Pattern A,Blocked,High,Riya Viswanathan,Opera/9.58.(X11; Linux i686; cs-CZ) Presto/2.9.187 Version/12.00,Segment A,Assam,42.193.47.218,Log Data,Unknown,Firewall,213.247.78.133,31.184.36.204
2022,July,29,60695,34094,TCP,598,Data,DNS,IoC Detected,35.59,Unknown,Malware,Known Pattern A,Logged,High,Manikya Lal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5 rv:2.0; ja-JP) AppleWebKit/531.6.6 (KHTML, like Gecko) Version/5.1 Safari/531.6.6",Segment A,Rajasthan,74.117.172.195,Unknown,Alert Data,Server,193.43.118.33,96.111.207.120
2022,December,29,59306,14046,TCP,119,Data,FTP,Unknown,19.92,Alert Triggered,Malware,Known Pattern A,Ignored,High,Shaan Zachariah,Opera/8.71.(Windows NT 6.2; uk-UA) Presto/2.9.182 Version/11.00,Segment C,Nagaland,Unknown,Log Data,Alert Data,Server,45.156.27.73,131.111.55.14
2021,December,9,2401,45401,TCP,1384,Control,HTTP,IoC Detected,19.35,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Faiyaz Issac,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),Segment C,Assam,Unknown,Unknown,Alert Data,Server,131.1.133.67,150.198.21.193
2021,December,1,7551,4001,ICMP,478,Data,HTTP,Unknown,85.79,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Indrajit Ray,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.20.1 (KHTML, like Gecko) Version/4.1 Safari/535.20.1",Segment A,Nagaland,Unknown,Unknown,Unknown,Server,54.85.65.151,15.107.37.86
2020,May,15,15573,48544,TCP,1211,Control,DNS,Unknown,84.31,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Nitya Samra,Opera/9.13.(Windows NT 6.0; af-ZA) Presto/2.9.170 Version/10.00,Segment C,Manipur,194.181.113.74,Unknown,Alert Data,Firewall,136.216.181.231,165.129.229.135
2022,September,7,12427,27631,TCP,507,Data,FTP,IoC Detected,78.97,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Anahita Chaudry,Opera/9.44.(Windows NT 4.0; et-EE) Presto/2.9.186 Version/10.00,Segment A,Sikkim,Unknown,Log Data,Unknown,Server,96.201.67.89,49.39.185.235
2020,April,3,39167,23721,UDP,752,Data,FTP,IoC Detected,29.29,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Neelofar Keer,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.820.0 Safari/532.2",Segment A,Goa,Unknown,Unknown,Unknown,Server,150.112.197.199,84.76.35.2
2022,October,8,56253,32381,UDP,788,Control,DNS,Unknown,35.21,Unknown,Intrusion,Known Pattern B,Ignored,Low,Saanvi Gole,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/17.0.845.0 Safari/535.1",Segment B,Uttar Pradesh,121.1.155.235,Log Data,Alert Data,Server,78.229.78.186,122.9.126.105
2021,September,20,27126,12194,ICMP,986,Data,DNS,IoC Detected,6.0,Unknown,Intrusion,Known Pattern B,Logged,Low,Dhanush Shere,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/40.0.837.0 Safari/535.0",Segment A,Uttarakhand,214.156.248.160,Unknown,Unknown,Server,30.0.51.223,134.35.87.45
2020,April,22,38262,33721,UDP,1201,Control,FTP,IoC Detected,19.69,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Anya Sekhon,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,Arunachal Pradesh,166.204.145.224,Log Data,Alert Data,Server,59.236.127.134,106.152.151.48
2020,March,13,5493,27620,ICMP,820,Data,DNS,Unknown,58.12,Unknown,Malware,Known Pattern B,Ignored,Low,Veer Sani,Opera/9.68.(X11; Linux x86_64; te-IN) Presto/2.9.168 Version/12.00,Segment A,Assam,Unknown,Log Data,Alert Data,Server,121.19.200.87,165.66.27.22
2023,August,19,22522,22584,UDP,82,Control,FTP,IoC Detected,48.42,Unknown,Intrusion,Known Pattern A,Blocked,Medium,Faiyaz Balan,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/59.0.899.0 Mobile/96X248 Safari/531.1",Segment C,Goa,Unknown,Log Data,Unknown,Server,212.48.174.170,209.208.27.182
2023,July,17,40112,40584,ICMP,1040,Data,DNS,IoC Detected,16.72,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Aarav Jhaveri,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1),Segment B,Himachal Pradesh,Unknown,Log Data,Alert Data,Server,188.127.71.135,72.43.12.140
2021,October,6,30786,31592,UDP,425,Control,HTTP,Unknown,74.96,Alert Triggered,Malware,Known Pattern A,Ignored,High,Dhruv Varma,Mozilla/5.0 (Windows NT 4.0; fr-CH; rv:1.9.1.20) Gecko/8527-09-11 10:05:32 Firefox/14.0,Segment C,Nagaland,Unknown,Log Data,Alert Data,Firewall,23.11.217.119,63.68.240.189
2022,May,12,40101,41831,ICMP,1394,Data,DNS,IoC Detected,48.08,Unknown,Intrusion,Known Pattern B,Blocked,High,Damini Som,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/18.8x9272.0 Mobile/55O681 Safari/531.0",Segment A,West Bengal,93.25.143.189,Unknown,Unknown,Server,116.0.146.157,199.209.101.105
2020,February,4,43848,32521,ICMP,286,Data,DNS,Unknown,15.49,Unknown,DDoS,Known Pattern B,Blocked,Low,Arhaan Kothari,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7942-07-13 21:08:48 Firefox/3.6.7,Segment A,West Bengal,105.198.245.162,Unknown,Unknown,Server,105.253.161.127,97.29.54.102
2022,March,15,65069,43738,TCP,448,Control,FTP,Unknown,77.42,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Pranay Ray,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/15.7e4402.0 Mobile/01B858 Safari/536.1",Segment B,Himachal Pradesh,Unknown,Log Data,Unknown,Firewall,223.222.170.65,132.12.55.43
2020,September,5,26802,59280,TCP,375,Data,DNS,Unknown,26.68,Alert Triggered,Malware,Known Pattern A,Ignored,High,Aayush Dewan,Mozilla/5.0 (Windows NT 5.0; gd-GB; rv:1.9.2.20) Gecko/8985-05-05 11:04:56 Firefox/15.0,Segment B,Tripura,71.150.185.24,Log Data,Unknown,Firewall,145.56.113.150,121.0.14.133
2021,May,29,56764,57687,TCP,1156,Data,DNS,Unknown,23.53,Alert Triggered,Malware,Known Pattern B,Ignored,High,Zara Devan,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6; rv:1.9.3.20) Gecko/7061-06-10 14:16:03 Firefox/3.6.20,Segment C,Arunachal Pradesh,Unknown,Log Data,Unknown,Server,222.118.1.153,180.220.140.174
2020,June,16,60802,16175,UDP,622,Data,DNS,IoC Detected,60.15,Unknown,DDoS,Known Pattern A,Logged,Low,Hiran Korpal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sa-IN) AppleWebKit/532.43.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.43.5",Segment A,Odisha,Unknown,Log Data,Alert Data,Firewall,51.155.140.193,193.134.251.233
2023,April,5,18068,32820,UDP,539,Data,FTP,Unknown,55.12,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Indrans Verma,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Segment A,Karnataka,119.212.7.215,Log Data,Unknown,Firewall,13.160.167.151,28.133.200.2
2020,October,19,30767,17825,ICMP,97,Data,HTTP,Unknown,58.03,Unknown,Intrusion,Known Pattern A,Blocked,Medium,Aaina Bath,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.806.0 Safari/535.1",Segment C,Himachal Pradesh,Unknown,Unknown,Alert Data,Server,176.179.157.212,9.57.246.63
2023,August,9,18657,19734,TCP,444,Control,FTP,IoC Detected,67.51,Unknown,Malware,Known Pattern A,Ignored,High,Armaan Sant,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/57.0.814.0 Safari/534.1",Segment B,Kerala,Unknown,Log Data,Unknown,Firewall,152.164.160.151,155.73.116.11
2021,September,18,14005,53201,ICMP,196,Data,HTTP,IoC Detected,6.89,Unknown,Intrusion,Known Pattern A,Ignored,High,Samar Kanda,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7; rv:1.9.5.20) Gecko/5675-04-18 08:20:24 Firefox/14.0,Segment B,Himachal Pradesh,97.100.163.93,Log Data,Alert Data,Server,117.182.185.51,203.116.228.59
2021,January,2,8565,64825,TCP,1178,Data,HTTP,IoC Detected,14.04,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Arnav Vaidya,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/39.0.819.0 Safari/534.2",Segment B,Haryana,6.205.172.163,Log Data,Unknown,Firewall,82.91.70.104,135.76.179.250
2020,December,5,58757,27453,TCP,574,Data,HTTP,Unknown,75.35,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Neelofar Grewal,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6; rv:1.9.6.20) Gecko/8555-11-28 11:19:27 Firefox/11.0,Segment A,Mizoram,132.113.16.46,Log Data,Alert Data,Server,119.9.112.68,53.240.109.182
2022,July,26,32066,44084,UDP,529,Data,DNS,Unknown,71.6,Unknown,DDoS,Known Pattern A,Blocked,High,Madhup Dara,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),Segment A,Haryana,Unknown,Log Data,Unknown,Firewall,130.27.184.127,187.166.230.128
2022,January,11,56275,47325,UDP,976,Control,DNS,IoC Detected,45.8,Unknown,Intrusion,Known Pattern A,Ignored,High,Bhavin Tata,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.7.3 (KHTML, like Gecko) Version/4.0.4 Safari/535.7.3",Segment A,Nagaland,74.123.26.89,Log Data,Alert Data,Server,142.24.14.162,142.200.209.233
2023,September,11,33069,33114,UDP,328,Data,DNS,Unknown,69.86,Alert Triggered,Malware,Known Pattern B,Ignored,High,Emir Bhargava,Mozilla/5.0 (Android 3.2.4; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment B,West Bengal,188.228.113.7,Log Data,Alert Data,Firewall,98.218.60.255,196.42.93.126
2022,August,8,8426,9820,TCP,482,Data,FTP,Unknown,34.12,Unknown,DDoS,Known Pattern A,Logged,Low,Navya Kumar,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/22.0.805.0 Safari/535.0",Segment A,Sikkim,126.180.32.76,Unknown,Alert Data,Server,28.237.250.145,201.156.233.247
2020,December,23,56661,27244,UDP,102,Data,HTTP,IoC Detected,7.75,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Eva Devan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; hr-HR) AppleWebKit/533.34.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.34.7",Segment B,West Bengal,Unknown,Log Data,Alert Data,Server,9.114.107.76,162.8.123.44
2020,October,4,5475,12971,ICMP,132,Control,DNS,Unknown,99.59,Unknown,DDoS,Known Pattern B,Ignored,Medium,Hunar Gera,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/40.0.853.0 Mobile/11N251 Safari/536.0",Segment B,Mizoram,177.2.33.114,Log Data,Alert Data,Firewall,204.170.123.73,89.116.162.142
2023,July,27,49541,30479,UDP,144,Data,FTP,Unknown,60.42,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Divij Vyas,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.26.1 (KHTML, like Gecko) Version/5.1 Safari/534.26.1",Segment B,Maharashtra,Unknown,Unknown,Unknown,Firewall,19.34.245.22,23.89.147.124
2021,October,25,46159,32333,TCP,1164,Control,DNS,IoC Detected,56.05,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Suhana Kannan,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2; rv:1.9.3.20) Gecko/8937-06-25 16:16:31 Firefox/7.0,Segment C,Haryana,174.182.243.204,Unknown,Unknown,Firewall,170.237.167.105,155.135.221.143
2020,June,11,16326,14280,UDP,1002,Control,HTTP,IoC Detected,36.02,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Jayant Anne,Opera/8.53.(X11; Linux i686; yue-HK) Presto/2.9.166 Version/11.00,Segment C,Haryana,Unknown,Unknown,Unknown,Firewall,151.154.36.32,114.107.157.114
2021,April,21,4427,63121,TCP,307,Data,HTTP,Unknown,14.09,Unknown,Malware,Known Pattern A,Ignored,High,Sumer Malhotra,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sa-IN) AppleWebKit/534.41.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.41.6",Segment A,Assam,Unknown,Log Data,Unknown,Firewall,162.176.50.94,126.17.46.104
2022,March,30,12260,50322,TCP,797,Data,HTTP,IoC Detected,60.26,Unknown,Malware,Known Pattern B,Logged,Medium,Vedika Khalsa,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0 rv:6.0; bho-IN) AppleWebKit/532.34.6 (KHTML, like Gecko) Version/4.0.4 Safari/532.34.6",Segment C,West Bengal,179.220.179.39,Log Data,Unknown,Server,29.66.79.221,188.147.49.150
2021,April,4,59564,7147,ICMP,82,Control,HTTP,Unknown,28.44,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Vihaan Sanghvi,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/17.0.801.0 Safari/532.1",Segment B,Manipur,146.8.28.113,Unknown,Unknown,Server,81.229.147.40,157.114.90.98
2020,February,18,57508,52117,TCP,68,Control,HTTP,IoC Detected,81.92,Unknown,Malware,Known Pattern B,Logged,Medium,Mamooty Doctor,Opera/8.56.(Windows NT 5.0; iu-CA) Presto/2.9.164 Version/12.00,Segment B,Gujarat,153.170.239.138,Unknown,Alert Data,Server,95.226.104.167,97.69.29.140
2020,January,28,33911,9033,ICMP,1488,Data,HTTP,Unknown,61.6,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Reyansh Goda,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/15.0.880.0 Mobile/09N301 Safari/531.1",Segment B,Arunachal Pradesh,Unknown,Log Data,Unknown,Server,64.194.85.234,85.47.210.49
2020,January,11,20053,15665,TCP,282,Data,HTTP,IoC Detected,2.4,Unknown,Intrusion,Known Pattern A,Logged,High,Khushi Dar,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.3a0501.0 Mobile/92L885 Safari/535.0",Segment B,Madhya Pradesh,Unknown,Unknown,Unknown,Server,105.248.144.214,22.55.76.47
2021,April,30,37809,50590,TCP,955,Control,HTTP,Unknown,46.52,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Indrajit Dasgupta,Mozilla/5.0 (Android 2.1; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment B,Madhya Pradesh,183.237.129.252,Unknown,Alert Data,Server,31.54.148.58,15.185.106.141
2023,June,10,35587,54197,UDP,1350,Data,DNS,IoC Detected,94.08,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Vritika Badami,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/20.0.812.0 Safari/534.0",Segment A,Himachal Pradesh,108.48.64.69,Unknown,Alert Data,Server,119.90.177.84,205.170.165.224
2020,January,8,39569,1552,ICMP,152,Control,DNS,Unknown,94.23,Unknown,Intrusion,Known Pattern A,Logged,Medium,Hunar Deol,Opera/9.56.(Windows NT 5.1; ha-NG) Presto/2.9.184 Version/10.00,Segment B,Odisha,Unknown,Log Data,Unknown,Server,40.161.122.240,186.3.122.110
2021,June,28,49374,64488,ICMP,248,Control,FTP,Unknown,40.31,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Sara Lanka,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2 rv:3.0; rw-RW) AppleWebKit/532.5.6 (KHTML, like Gecko) Version/4.0.1 Safari/532.5.6",Segment C,Andhra Pradesh,48.57.97.62,Log Data,Unknown,Server,138.102.194.50,221.237.200.54
2020,July,13,35102,48383,ICMP,1456,Data,FTP,IoC Detected,45.18,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Zara Lad,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; am-ET) AppleWebKit/535.49.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.49.5",Segment A,Himachal Pradesh,Unknown,Log Data,Alert Data,Server,147.244.8.44,188.46.123.8
2022,October,2,26722,62136,UDP,1123,Data,HTTP,IoC Detected,89.88,Unknown,Malware,Known Pattern A,Logged,High,Misha Shetty,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),Segment C,Rajasthan,Unknown,Unknown,Unknown,Server,95.181.158.254,85.28.23.10
2023,January,2,53915,50624,ICMP,436,Data,HTTP,IoC Detected,50.02,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Shayak Shere,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),Segment B,Haryana,Unknown,Log Data,Unknown,Firewall,179.161.154.79,177.92.7.246
2021,May,6,36230,4774,ICMP,1489,Control,HTTP,Unknown,15.66,Unknown,Malware,Known Pattern B,Logged,Low,Shayak Bhatnagar,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/58.0.882.0 Safari/531.0",Segment A,Kerala,186.139.165.233,Unknown,Alert Data,Server,126.17.138.202,48.162.121.171
2022,April,15,22341,35317,TCP,1376,Control,DNS,Unknown,97.52,Unknown,DDoS,Known Pattern A,Ignored,High,Kismat Bhatia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9 rv:2.0; uk-UA) AppleWebKit/532.31.7 (KHTML, like Gecko) Version/5.0.1 Safari/532.31.7",Segment A,Manipur,Unknown,Unknown,Unknown,Firewall,132.52.174.97,150.186.196.7
2020,July,30,49857,39143,UDP,842,Control,FTP,Unknown,85.06,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Oorja Chakrabarti,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.21.2 (KHTML, like Gecko) Version/4.1 Safari/535.21.2",Segment B,Telangana,Unknown,Unknown,Unknown,Server,156.88.117.203,92.243.2.103
2022,March,22,16398,4536,TCP,674,Data,HTTP,Unknown,18.62,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Nakul Tank,Opera/9.85.(Windows NT 5.0; nhn-MX) Presto/2.9.160 Version/11.00,Segment B,Andhra Pradesh,125.126.160.138,Log Data,Alert Data,Server,81.137.201.156,89.39.254.232
2021,February,22,10680,37458,ICMP,1377,Control,FTP,Unknown,65.54,Unknown,Malware,Known Pattern B,Logged,Medium,Tejas Ravel,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4 rv:3.0; ca-ES) AppleWebKit/534.39.7 (KHTML, like Gecko) Version/4.0 Safari/534.39.7",Segment C,Haryana,43.146.81.155,Unknown,Unknown,Firewall,118.198.3.17,22.131.91.110
2022,June,28,42747,51383,ICMP,968,Data,DNS,IoC Detected,42.29,Alert Triggered,DDoS,Known Pattern B,Logged,High,Neelofar Bhagat,Opera/9.49.(Windows 95; sd-IN) Presto/2.9.180 Version/10.00,Segment A,West Bengal,189.167.120.243,Log Data,Alert Data,Firewall,202.83.188.134,93.55.79.130
2021,September,7,41351,13487,UDP,613,Data,HTTP,Unknown,19.64,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Hiran Cheema,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2 rv:4.0; sat-IN) AppleWebKit/531.13.3 (KHTML, like Gecko) Version/5.0.1 Safari/531.13.3",Segment A,Haryana,Unknown,Log Data,Alert Data,Firewall,204.68.104.49,146.168.79.223
2023,January,1,51202,51735,UDP,1497,Data,HTTP,IoC Detected,90.03,Unknown,Intrusion,Known Pattern A,Ignored,High,Yuvaan Sen,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0 rv:5.0; fr-FR) AppleWebKit/535.33.7 (KHTML, like Gecko) Version/4.0 Safari/535.33.7",Segment A,Meghalaya,51.109.37.218,Unknown,Unknown,Server,207.10.9.220,196.171.67.196
2022,January,26,23566,52894,TCP,1482,Data,FTP,IoC Detected,10.4,Alert Triggered,Malware,Known Pattern B,Ignored,High,Devansh Atwal,Mozilla/5.0 (Android 3.2.3; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0,Segment B,Uttar Pradesh,Unknown,Log Data,Alert Data,Server,153.224.26.226,74.235.191.184
2022,November,4,44778,63384,TCP,196,Data,DNS,IoC Detected,0.75,Unknown,DDoS,Known Pattern A,Logged,Medium,Sara Sood,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/59.0.849.0 Safari/536.1",Segment C,Sikkim,Unknown,Unknown,Alert Data,Server,85.67.135.127,194.112.218.186
2020,June,3,40376,18823,UDP,467,Control,FTP,IoC Detected,82.49,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Zain Chokshi,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/32.0.863.0 Safari/533.2",Segment C,Maharashtra,Unknown,Unknown,Unknown,Firewall,217.191.205.150,213.166.187.63
2023,May,19,35852,42035,TCP,1430,Data,HTTP,Unknown,10.71,Unknown,DDoS,Known Pattern B,Ignored,High,Diya Viswanathan,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/52.0.860.0 Safari/531.1",Segment A,Karnataka,Unknown,Log Data,Alert Data,Server,164.141.78.89,117.143.133.243
2023,June,26,63221,17569,UDP,421,Control,DNS,IoC Detected,96.52,Unknown,DDoS,Known Pattern B,Ignored,High,Gatik Chanda,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),Segment B,Karnataka,78.195.15.105,Log Data,Unknown,Firewall,112.223.108.63,15.120.160.113
2023,September,7,58338,56573,UDP,1374,Data,FTP,IoC Detected,6.24,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Yakshit Joshi,Opera/9.41.(Windows NT 5.1; ms-MY) Presto/2.9.183 Version/11.00,Segment A,Meghalaya,Unknown,Log Data,Alert Data,Firewall,20.142.198.108,133.163.65.3
2023,July,26,2512,48711,ICMP,1082,Control,HTTP,Unknown,52.95,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Jayan Bedi,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_7; rv:1.9.3.20) Gecko/4756-06-23 04:05:04 Firefox/11.0,Segment C,Odisha,11.53.27.117,Log Data,Unknown,Firewall,111.157.216.250,136.108.228.5
2021,September,12,8071,62246,ICMP,1261,Control,FTP,IoC Detected,13.83,Alert Triggered,Malware,Known Pattern A,Ignored,High,Umang Aurora,Opera/8.81.(Windows 98; Win 9x 4.90; unm-US) Presto/2.9.163 Version/10.00,Segment C,Chhattisgarh,Unknown,Unknown,Alert Data,Server,97.160.46.18,98.227.152.102
2021,January,26,63053,50344,TCP,1109,Control,FTP,IoC Detected,49.9,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Hunar Sood,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4 rv:6.0; nds-NL) AppleWebKit/532.16.3 (KHTML, like Gecko) Version/4.0.2 Safari/532.16.3",Segment B,Maharashtra,67.224.248.166,Unknown,Alert Data,Server,109.161.207.226,213.155.110.245
2021,April,23,5951,4741,TCP,646,Data,DNS,Unknown,49.37,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Madhup Subramaniam,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2 rv:2.0; nan-TW) AppleWebKit/535.41.5 (KHTML, like Gecko) Version/4.0 Safari/535.41.5",Segment B,Odisha,19.28.114.37,Unknown,Alert Data,Server,208.213.6.166,67.184.170.189
2021,September,21,9246,30228,TCP,1142,Data,HTTP,IoC Detected,8.09,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Pranay Ghose,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/51.0.880.0 Safari/533.0",Segment C,Manipur,134.240.81.130,Unknown,Unknown,Firewall,107.226.98.176,170.179.66.50
2021,March,27,24582,52411,ICMP,205,Control,FTP,IoC Detected,52.21,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Aarna Shankar,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/46.0.887.0 Mobile/40O872 Safari/534.2",Segment C,Haryana,Unknown,Log Data,Unknown,Firewall,186.66.146.142,162.172.205.126
2022,October,25,25665,62830,TCP,1343,Control,FTP,IoC Detected,28.16,Unknown,DDoS,Known Pattern A,Blocked,High,Yuvraj  Bhatia,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),Segment A,Maharashtra,Unknown,Unknown,Alert Data,Firewall,221.104.18.110,102.6.215.165
2021,March,27,9659,26597,ICMP,1321,Data,HTTP,Unknown,17.45,Unknown,DDoS,Known Pattern A,Ignored,Low,Reyansh Talwar,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.17.3 (KHTML, like Gecko) Version/4.0.2 Safari/534.17.3",Segment C,Rajasthan,Unknown,Log Data,Alert Data,Server,166.36.48.245,148.198.135.90
2022,July,3,19510,59688,UDP,479,Data,FTP,IoC Detected,98.59,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Mehul Mahal,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),Segment A,Odisha,131.25.187.233,Log Data,Alert Data,Server,195.81.71.84,184.148.74.72
2022,July,21,49248,16654,TCP,506,Data,DNS,IoC Detected,88.69,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Veer Lad,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/40.0.838.0 Safari/531.0",Segment C,Nagaland,Unknown,Log Data,Unknown,Server,206.192.224.217,182.46.207.255
